year,sentence_id,actor,predicate,negotiation_point,predicate_type
1999,370,COLOMBIA,said that as long as CDM projects demonstrate additionality and lead to real and measurable long-term reductions,CDM projects demonstrate additionality and lead to real and measurable long-term reductions,support
1999,372,JAPAN,said there were no provisions requiring financial addi- tionality,financial addi- tionality,other
1999,372,JAPAN,said there were no provisions ... that preclude the use of ODA as a source of funding,use of ODA as a source of funding,other
1999,375,BOLIVIA,suggested,Parties monitor their own projects and “learn by doing”,support
1999,376,NORWAY,said,project participants,other
1999,376,AUSTRALIA,said,project participants,other
1999,377,EUROPEAN UNION,said operational entities should perform certification and verification,operational entities should perform certification and verification,support
1999,379,JAPAN,responded that each Party should decide on its own,each Party should decide on its own,support
1999,379,JAPAN,added that creating unnecessary bureaucracies would discourage Annex I Parties from entering into JI,creating unnecessary bureaucracies,opposition
1999,383,EUROPEAN UNION,questioned,how additionality could be ensured if Parties did not comply with Protocol Articles 5 (methodological issues) and 7 (communication of information),other
1999,385,USA,said the integrity of the emissions trading system would be founded on,monitoring and reporting under Protocol Articles 5 and 7 and the existence of registries,support
1999,386,G-77/CHINA,said the nature and scope of emissions trading must be determined,nature and scope of emissions trading,support
1999,388,USA,noted,the need to develop cost-effective mechanisms,other
1999,389,EUROPEAN UNION,stressed the need for,the mechanisms to be underwritten by strong monitoring and reporting requirements,support
1999,390,SWITZERLAND,suggested,a “post-verification model” wherein emission reduction units could not be transferred until they have been certified to be excess Assigned Amount Units (AAUs),support
1999,393,G-77/CHINA,said that while AAUs derive from past emissions and are retrospective,AAUs derive from past emissions and are retrospective,other
1999,394,FRANCE,said,trading in CERs is safe,other
1999,396,AOSIS,could lead to a difference in value,a difference in value between the CERs and AAUs,other
1999,402,CANADA,was open to,a core set of guidelines for the creation of national registries,support
1999,403,EUROPEAN UNION,added that national registries are critical to the system,national registries are critical to the system,support
1999,403,EUROPEAN UNION,inquired about the need to link the national system to the international one,link the national system to the international one,other
1999,411,USA,is focused on Protocol Article 3 (GHG reduction and limitation commitments) and provides for both facilitative and enforcement functions,Protocol Article 3 (GHG reduction and limitation commitments) and facilitative and enforcement functions,support
1999,415,EUROPEAN UNION,explained that its compliance committee would have,a facilitative branch and an enforcement branch,support
1999,417,AOSIS,stressed,avoidance of polarization between the facilitative and enforcement functions,other
1999,419,AUSTRALIA,said its compliance procedure focused on,Protocol Article 3,other
1999,426,USA,said,"""different sets of people"" would exercise these functions",other
1999,427,JAPAN,proposed,a single body exercising its facilitative and enforcement functions in a graduated manner,support
1999,427,SWITZERLAND,proposed,a single body exercising its facilitative and enforcement functions in a graduated manner,support
1999,432,CANADA,said the reports would be the factual basis that determined the need for further steps,the reports would be the factual basis that determined the need for further steps,support
1999,434,USA,suggested,guidelines for a possible referral to the compliance body,support
1999,434,AUSTRALIA,suggested,guidelines for a possible referral to the compliance body,support
1999,436,SWITZERLAND,suggested,the COP/MOP,support
1999,437,BRAZIL,suggested,the COP/MOP only take note of the compliance body report,support
1999,440,SOUTH AFRICA,called for,clear rules for information gathering,support
1999,440,SAUDI ARABIA,called for,clear rules for information gathering,support
1999,441,AUSTRALIA,said the defending party should be able to rebut evidence against it,the defending party should be able to rebut evidence against it,support
1999,441,USA,said the defending party should be able to rebut evidence against it,the defending party should be able to rebut evidence against it,support
1999,445,POLAND,said there should be,an equal number of Protocol Annex B and non-Annex B Parties,support
1999,449,EUROPEAN UNION,said these rules should be adopted by the body itself,these rules,support
1999,451,NEW ZEALAND,said the Article 19 process could be the basis for a final appeal procedure,Article 19 process could be the basis for a final appeal procedure,support
1999,452,UK,could not flow,a bilateral appeal from a multilateral process,opposition
1999,456,USA,suggestion for automatic sanctions,automatic sanctions,support
1999,457,JAPAN,said the cost of sanctions should be lower than the cost of withdrawal from the Protocol,the cost of sanctions should be lower than the cost of withdrawal from the Protocol,support
1999,460,AUSTRALIA,said the Party concerned should have the option to choose from a menu of consequences,the option to choose from a menu of consequences,support
1999,465,IRAN,requested,SAUDI ARABIA to join the consensus regarding the level of ambition of the JWG,support
1999,466,SAUDI ARABIA,noted,the joint SBI/SBSTA had recommended for adoption the draft decision on adverse effects,other
1999,472,ICELAND,said,single projects,other
1999,474,CANADA,expressed reservations,the issue,other
1999,474,CANADA,opposed,the draft decision tabled by Iceland at COP-4 in its current form,opposition
1999,481,USA,highlighted the need,incorporate IPCC work relating to good practices,support
1999,482,AUSTRALIA,proposed including,Available,support
1999,483,SWITZERLAND,said guidelines should include criteria for national enforcement systems to comply with relevant guidelines,criteria for national enforcement systems to comply with relevant guidelines,support
1999,486,AUSTRALIA,said adjustments are intended as an element of the Protocol’s compliance system,adjustments as an element of the Protocol’s compliance system,other
1999,487,EUROPEAN UNION,stated that further discussion on technical aspects should only occur after the completion of the IPCC’s work on good practice,further discussion on technical aspects should only occur after the completion of the IPCC’s work on good practice,support
1999,487,JAPAN,stated that further discussion on technical aspects should only occur after the completion of the IPCC’s work on good practice,further discussion on technical aspects should only occur after the completion of the IPCC’s work on good practice,support
1999,502,GERMANY,indicated his government’s willingness,to find mutually satisfactory solutions to these issues,support
1999,514,EUROPEAN UNION,said the upcoming workshop should consider,the upcoming workshop should consider,support
1999,515,AUSTRALIA,preferred,reference to “good”,support
1999,517,SAUDI ARABIA,said the workshop should also address,wrong practices,support
1999,536,EUROPEAN UNION,noted,its future national systems would fulfill quality and time requirements,other
1999,547,FCCC Executive Secretary Michael Zammit Cutajar,said that for there to be successful negotiations based on the BAPA:,leading industrial economies should engage in early domestic action,support
1999,547,FCCC Executive Secretary Michael Zammit Cutajar,said that for there to be successful negotiations based on the BAPA:,the CDM should be made the cornerstone of a North-South compact at COP-6,support
1999,547,FCCC Executive Secretary Michael Zammit Cutajar,said that for there to be successful negotiations based on the BAPA:,the bottlenecks in the delivery and consideration of non-Annex I Parties’ national communications should be addressed,support
1999,547,FCCC Executive Secretary Michael Zammit Cutajar,said that for there to be successful negotiations based on the BAPA:,a credible regime prohibiting targets from being achieved solely through 'hot air' and 'sinks' must be developed,support
1999,547,FCCC Executive Secretary Michael Zammit Cutajar,said that for there to be successful negotiations based on the BAPA:,the Protocol must enter into force by 2002,support
1999,551,EUROPEAN UNION,said more ambitious emissions reduction commitments than those agreed to at Kyoto were needed,more ambitious emissions reduction commitments than those agreed to at Kyoto,support
1999,553,EUROPEAN UNION,proposed,setting a ceiling on the use of the mechanisms,support
1999,556,USA,called for,the mechanisms to be designed cost effectively,support
1999,556,USA,called for,developing countries to participate meaningfully,support
1999,558,G-77/CHINA,indicated that the host government should determine whether a particular project meets its sustainable development objectives,the host government should determine whether a particular project meets its sustainable development objectives,support
1999,561,AFRICAN GROUP,said,issues of afforestation,other
1999,563,G-77/CHINA,called for,a comprehensive,support
1999,564,EUROPEAN UNION,called for,a revised negotiating text for a decision to be adopted at COP-6,support
1999,565,G-77/CHINA,supported,the continuation of the pilot phase,support
1999,566,G-77/CHINA,indicated that developing countries are constrained by lack of,necessary technologies and “know-how”; appropriate institutions and financial resources; and regular fora to exchange ideas and build positions,other
1999,567,developing Parties,said the transfer of environmentally-sound technologies (ESTs) is the only way to guarantee that developing countries will develop in a sustainable manner,transfer of environmentally-sound technologies (ESTs),support
1999,568,AUSTRALIA,said the inclusion of sinks could lower the cost of abatement action and thereby contribute to a better outcome,the inclusion of sinks,support
1999,569,AOSIS,was concerned,the inclusion of land-use change in national inventories,other
1999,574,ARGENTINA,announced its adoption,a voluntary target to reduce its GHG emissions,support
1999,574,ARGENTINA,stated that it does not intend to abandon,its status as a non-Annex I Party,support
1999,576,KAZAKHSTAN,said it intended to join,FCCC Annex I,support
1999,578,EUROPEAN UNION,said a possible way of making all countries limit their GHG emissions is to agree on increasing global participation after the first commitment period,increasing global participation after the first commitment period,support
1999,579,CHINA,said,Annex I countries have the main responsibility,support
1999,579,INDIA,said,Annex I countries have the main responsibility,support
1999,580,CHINA,would not undertake commitments,until it achieves a “medium development level”,opposition
1999,582,AOSIS,expressed disappointment,many Annex I Parties are significantly exceeding 1990 levels,opposition
1999,582,CHINA,expressed disappointment,many Annex I Parties are significantly exceeding 1990 levels,opposition
1999,583,EUROPEAN UNION,said industrialized countries must take the lead in reducing their GHG emissions,industrialized countries must take the lead in reducing their GHG emissions,support
1999,584,G-77/CHINA,Capacity Building,Capacity Building,other
1999,585,BANGLADESH,called on Parties to earmark funds from the GEF for LDCs,earmark funds from the GEF for LDCs,support
1999,586,GERMANY,urged,donor countries to provide the financial means to sustain the operations of the GEF,support
1999,587,G-77/CHINA,highlighted insufficient financial resources,the “agreed full costs” in the preparation of non-Annex I communications,other
1999,593,BHUTAN,called for,special attention to LDCs’ needs,support
1999,593,BANGLADESH,called for,special attention to LDCs’ needs,support
1999,594,NEW ZEALAND,underscored the need for,greater attention to GHGs other than CO2,support
1999,595,INDONESIA,emphasized the importance of making benefit assessments,making benefit assessments,support
1999,601,EUROPEAN UNION,said experience has shown that reducing emissions has been less costly than expected and has led to greater benefits,reducing emissions has been less costly than expected and has led to greater benefits,other
1999,603,MALAYSIA,sought,consistency in policies between different environmental fora,support
1999,603,MEXICO,sought,consistency in policies between different environmental fora,support
1999,604,BULGARIA,called for a meeting,address the specific features of EITs before COP-6,support
1999,605,GERMANY,said addressing climate change could create new jobs,addressing climate change,other
1999,606,IRAN,highlighted the need for,confidence-building between developed and developing countries through concrete practical cooperation,support
1999,607,CHINA,said attempts by some Parties to get developing countries to “meaningfully participate” were destroying,attempts by some Parties to get developing countries to “meaningfully participate”,opposition
1999,614,AUSTRALIA,proposed establishing,a Committee of the Whole (COW),support
1999,617,NORWAY,said ministers should be engaged in the process,ministers should be engaged in the process between the COPs,support
1999,623,OPEC,would lead to dramatic economic losses,implementing the Protocol,opposition
1999,631,FRANCISCAN INTERNATIONAL,said JI should be used to promote clean development,JI should be used to promote clean development,support
1999,631,FRANCISCAN INTERNATIONAL,opposed nuclear energy as an option,nuclear energy as an option,opposition
1999,640,G-77/CHINA,called for,the inclusion of a technology mechanism,support
1999,642,EUROPEAN UNION,said COP-5 had achieved results that will pave the way to COP-6,COP-5 had achieved results that will pave the way to COP-6,other
1999,643,CHINA,noted,meaningful participation of the G-77/CHINA in the negotiation process,other
1999,646,AFRICAN GROUP,noted the early finish of the COP with approbation,early finish of the COP,support
1999,648,KAZAKHSTAN,thanked,the host country for its hospitality,other
1999,648,SYRIA,thanked,the host country for its hospitality,other
1999,662,ARGENTINA,will be key,information,other
1999,668,ARGENTINA,will be key,the integrity of the enabling decisions mandated under the Buenos Aires Plan of Action,other
1999,674,USA,described the US approach to compliance as its “only green position”,US approach to compliance,other
1999,692,G-77/CHINA,illustrates the tensions and volatility of,its engagement with the process,other
1999,694,OPEC,is based on the fear that ratification and implementation of the Protocol will have a significant impact on oil consumption,ratification and implementation of the Protocol,other
1999,695,SAUDI ARABIA,use of its position as G-77/China coordinator on the bunker fuel issue to pursue its own interests as an oil producing country at the expense of the wider group,bunker fuel issue,other
1999,729,USA,will be held,US-AFRICA ENERGY MINISTERS CONFERENCE,other
1999,733,BELGIUM,will be held,international meeting on 26 January 2000 in Brussels,other
2000,5,GERMANY,is provided by,the Bulletin during 2000,support
2000,54,ARGENTINA,outlined,the Buenos Aires Plan of Action,other
2000,110,G-77/CHINA,expressed the Group’s reservations about,further discussions,opposition
2000,152,G-77/CHINA,raised by,process-related objections,opposition
2000,169,USA,opposed,a proposal by Argentina to remove brackets from text on national communications,opposition
2000,169,EUROPEAN UNION,opposed,a proposal by Argentina to remove brackets from text on national communications,opposition
2000,169,ARGENTINA,proposal by Argentina,to remove brackets from text on national communications,support
2000,173,AUSTRALIA,said the financial issues group was mandated by President Pronk to examine funding proposals discussed in the contact groups on capacity building,funding proposals discussed in the contact groups on capacity building,other
2000,177,G-77/CHINA,was not able to participate,the discussion,other
2000,185,EUROPEAN UNION,had also been presented,a separate EU proposal on financial issues,support
2000,250,POLAND,proposal by,reference to EITs,support
2000,293,LDCs,proposal by the LDCs,integrate the text on their special treatment into the adverse effects section of the draft decision(s),support
2000,317,LDCs,needs,LDCs,other
2000,322,LDCs,adopted,a document containing the Input to the Third United Nations Conference on the Least Developed Countries (FCCC/CP/2000/CRP,support
2000,351,NEW ZEALAND,Opposed,Available,opposition
2000,351,INDIA,supported,Available,support
2000,353,INDIA,are fixed amounts and therefore cannot be reviewed,AAs,other
2000,363,G-77/CHINA,suggested bracketing,text on estimates of emissions and removals from LULUCF,support
2000,369,USA,suggested,adjustments applying to a Party’s base-year inventory estimates could not be replaced by revised estimates subsequent to the establishment of a Party’s initial AA,support
2000,371,G-77/CHINA,proposal by the G-77/China,delete Part III on the review of information on AA,support
2000,378,G-77/CHINA,said three elements were missing,reporting and review on Articles 10,opposition
2000,403,BOLIVIA,cautioned against,a “pick-and-choose” approach under Article 3,opposition
2000,403,COLOMBIA,cautioned against,a “pick-and-choose” approach under Article 3,opposition
2000,405,EUROPEAN UNION,stressed the need for,consistency and symmetry within all definitions,support
2000,411,COLOMBIA,presented its proposal on,Expiring Certified Emissions Reductions (CERs),support
2000,413,AOSIS,stressed,problems with sinks in the CDM due to scale,other
2000,415,BOLIVIA,supported,conservation of existing forests under the CDM,support
2000,416,COSTA RICA,argued that North-South leakage would be a significant problem,LULUCF activities not be allowed,opposition
2000,417,G-77/CHINA,drew attention to,the Group’s principle that sinks provide temporary removal only,other
2000,418,AUSTRALIA,said,methodologies exist to deal with problems related to sinks,other
2000,418,CANADA,said,methodologies exist to deal with problems related to sinks,other
2000,419,USA,pointed out,projects differ in terms of how prone they are to leakage,other
2000,431,EUROPEAN UNION,accepts,the concept of carbon sinks,support
2000,432,G-77/CHINA,stressed the need to,exclude credits for natural uptake,support
2000,474,USA,could be flexible,this issue,other
2000,476,G-77/CHINA,argued that the host developing country should be the sole judge in deciding on projects,the host developing country should be the sole judge in deciding on projects,support
2000,478,USA,expressed flexibility,the potential for small projects,other
2000,480,RUSSIA,suggested deferring,a decision on sinks,support
2000,482,AUSTRALIA,was for,individual developing countries to decide,support
2000,485,INDONESIA,argued in favor of requiring,70% of emissions reductions through domestic action,support
2000,492,EUROPEAN UNION,expressed interest in,a possible qualitative ceiling,support
2000,532,G-77/CHINA,said it was premature to decide on,one option,opposition
2000,550,CHINA,highlighted,a strict compliance,other
2000,554,ARGENTINA,expressed concern over,adoption of a compliance regime,opposition
2000,554,ARGENTINA,expressed concern over,possible amendment of the Protocol before its entry into force,opposition
2000,556,USA,said legally-binding consequences need not be punitive,legally-binding consequences need not be punitive,support
2000,556,USA,highlighted that she supported a deduction from the following commitment period,a deduction from the following commitment period,support
2000,558,EUROPEAN UNION,argued that,Article 4 is not a mechanism,opposition
2000,560,G-77/CHINA,stressed that,non-compliance affects everyone,other
2000,561,AUSTRALIA,argued for,a non-binding regime,support
2000,561,RUSSIA,argued for,a non-binding regime,support
2000,562,AUSTRALIA,Supporting,Australia,other
2000,563,AOSIS,said payment in a voluntary fund would actually provide Parties with an additional flexible mechanism,payment in a voluntary fund,support
2000,585,G-77/CHINA,call by the G-77/China and Saudi Arabia for,an assessment of the actions of Annex I Parties in striving to implement P&Ms in such a way as to minimize adverse effects,support
2000,585,SAUDI ARABIA,call by the G-77/China and Saudi Arabia for,an assessment of the actions of Annex I Parties in striving to implement P&Ms in such a way as to minimize adverse effects,support
2000,586,EUROPEAN UNION,under-scored,future work on P&Ms should contribute to an assessment of demonstrable progress of Annex I Parties in achieving their Protocol commitments,support
2000,586,G-77/CHINA,under-scored,future work on P&Ms should contribute to an assessment of demonstrable progress of Annex I Parties in achieving their Protocol commitments,support
2000,598,EUROPEAN UNION,underlined the value of,non-Annex I Parties participating in workshops on P&Ms,support
2000,599,G-77/CHINA,said the whole of Protocol Article 2 should be referred to in the decision,Protocol Article 2,support
2000,617,GERMANY,had agreed on 14 November to offer joint accommodation,joint accommodation for the secretariats of the UNFCCC and Convention to Combat Desertification in the former parliamentarians’ office building,support
2000,627,NETHERLANDS,would commit,200 million Dutch Guilders for adaptation measures and capacity building,support
2000,629,FRANCE,stated that since 1992,1992,other
2000,643,JAPAN,said that developing countries’ judgment of what constitutes sustainable development should not be overruled by limiting the types of eligible activities under the CDM,limiting the types of eligible activities under the CDM,opposition
2000,644,BHUTAN,emphasized the need for,active participation by LDCs,support
2000,645,SOUTH AFRICA,said the adaptation levy on the CDM should also apply to the other mechanisms,the adaptation levy on the CDM should also apply to the other mechanisms,support
2000,645,TANZANIA,said the adaptation levy on the CDM should also apply to the other mechanisms,the adaptation levy on the CDM should also apply to the other mechanisms,support
2000,647,JAPAN,said disagreements over the compliance regime should not delay the Protocol’s entry into force,disagreements over the compliance regime should not delay the Protocol’s entry into force,other
2000,648,SOUTH AFRICA,reiterated,the G-77/China’s support for mandatory consequences,other
2000,648,CHINA,support for,mandatory consequences,support
2000,650,NORWAY,said that contribution from sinks should be limited,contribution from sinks,support
2000,651,MALAYSIA,opposed inclusion of,additional activities under Protocol Article 3,opposition
2000,651,THAILAND,opposed inclusion of,additional activities under Protocol Article 3,opposition
2000,654,SAUDI ARABIA,expressed concern over,the impacts response measures will have,other
2000,658,UK,recognized the value of,an adaptation fund and technology transfer,support
2000,674,BRAZIL,presented,a copy the programme defining this initiative,other
2000,682,ARGENTINA,said the expectations for this meeting had been excessive,expectations for this meeting had been excessive,other
2000,682,ARGENTINA,underlined that the process toward the objective of the UNFCCC does not end with each one of its individual stages,the process toward the objective of the UNFCCC does not end with each one of its individual stages,other
2000,683,G-77/CHINA,hoped that the texts forwarded by SB-13 to the COP would guide discussions in the resumed session,the texts forwarded by SB-13 to the COP,support
2000,685,EUROPEAN UNION,said,the meeting would be considered as a failure,other
2000,688,USA,stressed its commitment to ensuring progress,progress in the years ahead,support
2000,689,SWITZERLAND,thanked,transparency during the negotiations,other
2000,690,SAUDI ARABIA,expressed his faith,success would be achieved,other
2000,693,ARGENTINA,introduced,a draft decision on the implementation of the Buenos Aires Plan of Action,other
2000,695,NIGERIA,proposed,a resolution,support
2000,720,UMBRELLA GROUP,as a precondition for ratifying the Protocol,ratifying the Protocol,other
2000,725,UMBRELLA GROUP,continued to urge,the development of simple procedures that facilitate the widespread use of mechanisms across a broad range of issues (including nuclear and sinks),support
2000,727,EUROPEAN UNION,insisted on imposing,a quantitative limit on the use of the mechanisms,support
2000,728,G-77/CHINA,sought to optimize benefits from,the CDM,support
2000,729,EUROPEAN UNION,was willing to show flexibility,some of the issues,support
2000,733,EUROPEAN UNION,inability ... to reach a compromise,sinks and supplementarity,other
2000,733,USA,inability ... to reach a compromise,sinks and supplementarity,other
2001,6,FINLAND,provides,General support for the Bulletin during 2001,support
2001,36,ARGENTINA,other,Implementation of the Buenos Aires Plan of Action,other
2001,86,AUSTRALIA,welcomed,President Elyazghi’s intention to consult and report back to the COP before the High-Level Segment on the agenda item “second review of the adequacy of Article 4”,support
2001,86,JAPAN,welcomed,President Elyazghi’s intention to consult and report back to the COP before the High-Level Segment on the agenda item “second review of the adequacy of Article 4”,support
2001,102,INDIA,requests consultations to be continued between the Executive Secretary and India,consultations to be continued between the Executive Secretary and India,support
2001,129,LDCs,decides to establish,a work programme on LDCs,support
2001,129,LDCs,decides to establish,strengthen existing and establish national climate change secretariats,support
2001,129,LDCs,decides to establish,provide training in negotiating skills and language,support
2001,129,LDCs,decides to establish,support the preparation of National Adaptation Programmes of Action (NAPAs),support
2001,149,G-77/CHINA,introduced draft paragraphs,requiring Parties to submit information on how reporting on these activities takes into account the LULUCF Principles contained in the Bonn Agreements,support
2001,150,AUSTRALIA,cautioned,the draft guideline text had become more detailed than the Agreements,other
2001,150,AUSTRALIA,stressed,details should be left to be defined in the IPCC good practice guidance,support
2001,164,CHINA,introduced a proposal specifying,the aim of reducing per capita emissions differences between developed and developing countries,support
2001,166,EUROPEAN UNION,noted problems with,such reporting,other
2001,190,RUSSIA,agrees,the assigned amount for the Russian Federation from forest management activities under Protocol Article 3,support
2001,202,UMBRELLA GROUP,expressed concern with,the suggested linkage between compliance and eligibility to participate in the mechanisms,opposition
2001,204,CANADA,highlighted inconsistencies,the Bonn Agreements described by COP-6 President Pronk as a “clash” between the purpose of text on the mechanisms and the text on compliance,other
2001,215,SWITZERLAND,noted the need for,mandatory requirements to maintain the integrity of the Bonn Agreements,other
2001,220,G-77/CHINA,expressed a willingness to work on the basis of,the non-paper,support
2001,225,SWITZERLAND,facilitated consultations,mechanisms group Co-Chairs’ cross cutting non-paper,other
2001,225,SOUTH AFRICA,facilitated consultations,mechanisms group Co-Chairs’ cross cutting non-paper,other
2001,227,UMBRELLA GROUP,was finally agreed on,a compromise solution accommodating some of the Umbrella Group’s positions,support
2001,247,EUROPEAN UNION,said consensus at the ministerial level had been on,a need for a binding compliance system applicable to all Parties,support
2001,250,EUROPEAN UNION,were put forward by,Several alternative texts to the Co-Chairs’ proposal,support
2001,250,UMBRELLA GROUP,were put forward by,Several alternative texts to the Co-Chairs’ proposal,support
2001,252,EUROPEAN UNION,struck,package deal,support
2001,252,UMBRELLA GROUP,struck,package deal,support
2001,253,JAPAN,was advocated by Japan,a process leading to the reinstatement of eligibility to use the mechanisms,support
2001,258,G-77/CHINA,was supported by,the possibility for the Compliance Committee to receive questions of implementation submitted by a Party with respect to another Party,support
2001,258,EUROPEAN UNION,was supported by,the possibility for the Compliance Committee to receive questions of implementation submitted by a Party with respect to another Party,support
2001,261,AUSTRALIA,was opposed by,appeal,opposition
2001,265,JAPAN,expressed difficulties with,the concept of a compliance action plan,other
2001,291,SAUDI ARABIA,stressed,the inclusion of developing country scientists,support
2001,291,G-77/CHINA,stressed,the inclusion of developing country scientists,support
2001,292,ICELAND,invited,conduct informal consultations on a draft decision on the TAR,other
2001,294,SAUDI ARABIA,proposed deferring,the issue to SBSTA-16,support
2001,294,KUWAIT,proposed deferring,the issue to SBSTA-16,support
2001,309,TURKEY,proposal by Turkey,to remove its name from the list in Annex II to the Convention,support
2001,313,KAZAKHSTAN,proposal by,add its name to the list in Annex I,support
2001,316,KAZAKHSTAN,interest in engaging in negotiations with the objective of defining a quantified limitation or reductions commitment,a quantified limitation or reductions commitment under Annex B of the Protocol,support
2001,338,EUROPEAN UNION,Available,Available,other
2001,338,AUSTRALIA,Available,Available,other
2001,341,LDCs,noted,the CGE did not have a mandate to address the LDC NAPA process,other
2001,342,EUROPEAN UNION,stressed linkages between,the processes of preparing national communications and NAPAs,support
2001,343,LDCs,remained so,text referring to LDCs was bracketed,other
2001,343,LDCs,reached agreement on linkages,linkages between LDCs and the CGE,support
2001,351,USA,did not support,deciding at COP-7 on the frequency of submission of national communications by non-LDC developing country Parties,opposition
2001,360,LDCs,should also be members,CGE from LDCs,support
2001,384,EUROPEAN UNION,reiterated concerns about,increasing greenhouse gas emissions from international aviation,other
2001,384,EUROPEAN UNION,called for,guidelines compatible with the Protocol for emissions allocation methodologies,support
2001,386,SWITZERLAND,proposed,the International Civil Aviation Organization (ICAO) Council continue initiatives on guidelines on emissions reductions,support
2001,387,G-77/CHINA,proposed,work take place within the framework of Protocol Article 2,support
2001,394,CANADA,proposed,regional workshops on integrated assessment include consideration of impacts and adaptation,support
2001,395,MALAYSIA,proposed,joint research projects between developed and developing countries,support
2001,395,THAILAND,proposed,joint research projects between developed and developing countries,support
2001,396,CANADA,convened by,informal consultations,other
2001,396,EL SALVADOR,convened by,informal consultations,other
2001,410,NEW ZEALAND,noted slow progress,development of technical methodologies,other
2001,417,AUSTRALIA,convened,an informal contact group on this issue,other
2001,421,COLOMBIA,reached agreement,relevant draft conclusions,support
2001,421,AUSTRALIA,reached agreement,relevant draft conclusions,support
2001,430,MALAYSIA,stressed the importance of,a concrete implementation work programme,support
2001,430,CHINA,stressed the importance of,a concrete implementation work programme,support
2001,431,USA,suggested,a workshop be held on the prioritization of activities and on setting a work programme,support
2001,432,SENEGAL,called for,a Climate Change Day,support
2001,432,CENTRAL AFRICAN REPUBLIC,called for,a Climate Change Day,support
2001,433,CHINA,suggested,each Party should focus on promoting public awareness on the IPCC TAR,support
2001,440,NIGERIA,convened,informal consultations,other
2001,443,CROATIA,available,special circumstances of Croatia under Convention Article 4,other
2001,450,CHINA,proposal,only Annex I Parties be encouraged to update information on means for limiting such emissions,support
2001,462,USA,noted,similar discussions taking place in the CGE group,other
2001,462,SWITZERLAND,noted,similar discussions taking place in the CGE group,other
2001,463,LDCs,highlighted the efficiency and value,an expert group in NAPA preparation and implementation,support
2001,466,EUROPEAN UNION,suggested,the legal and technical review carried out by the Secretariat as a result of delays in the intergovernmental process had not taken into account the document on guidance to the Fund,support
2001,472,LDCs,were agreed with brackets remaining around the reference to the three other decisions on LDCs,the three other decisions on LDCs,other
2001,474,LDCs,inclusion of a paragraph that notes the unique circumstances of,unique circumstances of LDCs,support
2001,478,LDCs,arrange for expedited access to the Fund,expedited access to the Fund,support
2001,510,CANADA,highlighted the need,be responsive to those whose participation is critical to entry into force of the Protocol,support
2001,513,UKRAINE,should be given priority,JI,support
2001,513,UKRAINE,should be the reduction,the main goal,support
2001,514,LDCs,Regarding the circumstances and needs,circumstances and needs of developing countries and LDCs,other
2001,518,USA,would continue to play a leading role in addressing climate change,addressing climate change,support
2001,518,USA,is moving ahead with science-based measures,science-based measures,support
2001,519,BRAZIL,said it looked forward to,negotiations on the second commitment period,support
2001,520,BANGLADESH,supported,the speedy application of the Adaptation and LDC Funds,support
2001,531,OPEC,highlighted,impacts of climate change response measures on economies dependent on fossil fuel exports,other
2001,534,INTERNATIONAL WORK GROUP FOR INDIGENOUS AFFAIRS (IWGIA),requested,a COP decision to grant indigenous peoples a specific status in the climate change process,support
2001,537,USA,supported,a fast track for CDM projects,support
2001,546,EUROPEAN UNION,said COP-7 had marked an important milestone in making the Kyoto process irreversible,COP-7 had marked an important milestone in making the Kyoto process irreversible,other
2001,547,RUSSIA,said COP-7 had opened up the path for the ratification of the Protocol,ratification of the Protocol,other
2001,549,G-77/CHINA,said the agreement marked the “end of a long journey” toward achieving ratification of the Protocol,ratification of the Protocol,support
2001,550,JAPAN,said climate negotiations will now enter a new stage,climate negotiations will now enter a new stage,other
2001,551,AUSTRALIA,did not intend to make use of,Article 3,opposition
2001,556,MOROCCO,thanking Morocco,hosting COP-7,other
2001,589,AUSTRALIA,Available,Australia,other
2001,589,CANADA,Available,Canada,other
2001,590,AUSTRALIA,Available,Australia,other
2001,593,JAPAN,request,clarity on the meaning of “sound” rules,support
2001,593,CANADA,request,clarity on the meaning of “sound” rules,support
2001,607,G-77/CHINA,on the basis of a G-77/China proposal,the establishment of the new “removal unit” (RMU),support
2002,6,FINLAND,provided,General Support for the Bulletin during 2002,support
2002,90,AFGHANISTAN,had deposited its instrument of ratification,instrument of ratification,other
2002,92,G-77/CHINA,urged excluding,Canada’s proposal for a decision on modalities for the accounting of assigned amounts under Protocol Article 7,opposition
2002,93,CANADA,emphasized,cleaner energy proposal,support
2002,94,EUROPEAN UNION,opposed,Saudi Arabia’s request to include discussions on the implementation of Protocol Article 2,opposition
2002,94,SAUDI ARABIA,request,to include discussions on the implementation of Protocol Article 2,support
2002,95,SAUDI ARABIA,said the issue was unfinished business from the BAPA and stressed preparation of a draft decision for COP/ MOP-1,preparation of a draft decision for COP/ MOP-1,support
2002,102,UMBRELLA GROUP,Supported by,the Umbrella Group,other
2002,125,USA,cautioned against,the Secretariat moving beyond its mandate in initiating work,opposition
2002,126,NORWAY,undertook informal consultations,informal consultations,other
2002,128,CHINA,had not been able to take part in the consultations,consultations,other
2002,128,CHINA,proposed several substantive amendments,substantive amendments,support
2002,137,EUROPEAN UNION,welcomed progress,options for the terms of service for lead reviewers and the training of experts,support
2002,138,SAUDI ARABIA,said training of review experts should include developing country experts,training of review experts should include developing country experts,support
2002,139,USA,stressed the importance of,options for the treatment of confidential data,support
2002,139,USA,encouraged,transparency of inventory data,support
