year,sentence_id,actor,predicate,negotiation_point,predicate_type
2000,585,G-77/CHINA,call by the,an assessment of the actions of Annex I Parties in striving to implement P&Ms in such a way as to minimize adverse effects,support
2000,585,SAUDI ARABIA,call by the,an assessment of the actions of Annex I Parties in striving to implement P&Ms in such a way as to minimize adverse effects,support
2000,586,EUROPEAN UNION,under-scored that future work on P&Ms should contribute to an assessment of demonstrable progress of Annex I Parties in achieving their Protocol commitments,future work on P&Ms should contribute to an assessment of demonstrable progress of Annex I Parties in achieving their Protocol commitments,support
2000,586,G-77/CHINA,under-scored that future work on P&Ms should contribute to an assessment of demonstrable progress of Annex I Parties in achieving their Protocol commitments,future work on P&Ms should contribute to an assessment of demonstrable progress of Annex I Parties in achieving their Protocol commitments,support
2000,588,CANADA,Available,Available,other
2000,598,EUROPEAN UNION,underlined the value of,non-Annex I Parties participating in workshops on P&Ms,support
2000,599,G-77/CHINA,said,the whole of Protocol Article 2 should be referred to in the decision,support
2000,617,GERMANY,said it had agreed,offer joint accommodation for the secretariats of the UNFCCC and Convention to Combat Desertification in the former parliamentarians’ office building,support
2000,627,NETHERLANDS,said,the Netherlands would commit 200 million Dutch Guilders for adaptation measures and capacity building,support
2000,629,FRANCE,stated that since 1992,since 1992,other
2000,642,NEW ZEALAND,Available,New Zealand,other
2000,643,JAPAN,said that developing countries’ judgment of what constitutes sustainable development should not be overruled by limiting the types of eligible activities under the CDM,developing countries’ judgment of what constitutes sustainable development should not be overruled by limiting the types of eligible activities under the CDM,support
2000,644,BHUTAN,emphasized the need for,active participation by LDCs,support
2000,645,SOUTH AFRICA,said,the adaptation levy on the CDM should also apply to the other mechanisms,support
2000,645,TANZANIA,said,the adaptation levy on the CDM should also apply to the other mechanisms,support
2000,647,JAPAN,said,disagreements over the compliance regime should not delay the Protocol’s entry into force,support
2000,648,SOUTH AFRICA,reiterated,the G-77/China’s support for mandatory consequences,other
2000,650,NORWAY,said that,contribution from sinks should be limited in the first commitment period,support
2000,651,THAILAND,opposed,inclusion of additional activities under Protocol Article 3,opposition
2000,651,MALAYSIA,opposed,inclusion of additional activities under Protocol Article 3,opposition
2000,654,SAUDI ARABIA,expressed concern over,the impacts response measures will have,opposition
2000,655,BHUTAN,Available,Bhutan,other
2000,658,UK,recognized,the value of an adaptation fund,support
2000,658,UK,recognized,technology transfer,support
2000,669,TURKEY,Available,,other
2000,674,BRAZIL,presented a copy the programme defining this initiative,a copy the programme defining this initiative,support
2000,682,ARGENTINA,said,the expectations for this meeting had been excessive,other
2000,682,ARGENTINA,underlined,the process toward the objective of the UNFCCC does not end with each one of its individual stages,support
2000,683,G-77/CHINA,hoped that the texts forwarded by SB-13 to the COP would guide discussions in the resumed session,the texts forwarded by SB-13 to the COP would guide discussions in the resumed session,support
2000,685,EUROPEAN UNION,said,the meeting would be considered as a failure,other
2000,688,USA,stressed its commitment to ensuring progress,progress in the years ahead,support
2000,689,SWITZERLAND,thanked,President Pronk for the transparency during the negotiations,other
2000,690,SAUDI ARABIA,expressed his faith,success would be achieved,support
2000,693,ARGENTINA,introduced,a draft decision on the implementation of the Buenos Aires Plan of Action (FCCC/CP/2000/L),support
2000,695,NIGERIA,proposed,a resolution,support
2000,720,UMBRELLA GROUP,as a precondition for ratifying,the Protocol,support
2000,721,UK,was responsible for scuppering,disagreement on these issues,opposition
2000,725,UMBRELLA GROUP,continued to urge,the development of simple procedures that facilitate the widespread use of mechanisms across a broad range of issues (including nuclear and sinks),support
2000,727,EUROPEAN UNION,insisted on imposing,a quantitative limit on the use of the mechanisms,support
2000,728,G-77/CHINA,seekt,optimize benefits from the CDM,support
2000,729,EUROPEAN UNION,was willing to show flexibility,on some of the issues,support
2000,733,EUROPEAN UNION,Much of the media’s coverage on the collapse of the talks has focused on the apparent inability of the EU and US to reach a compromise on,sinks and supplementarity,other
2000,733,USA,Much of the media’s coverage on the collapse of the talks has focused on the apparent inability of the EU and US to reach a compromise on,sinks and supplementarity,other
2000,749,USA,appeared to make more concessions,the Note,other
2000,760,USA,THERE IS NO TIME TO LOSE,THERE IS NO TIME TO LOSE,other
2000,778,BURKINA FASO,is scheduled to take place in Ouagadougou,the meeting of the parties to the Montreal Protocol: MOP-12,other
2001,5,NETHERLANDS,are,Sustaining Donors of the Bulletin,other
2001,6,FINLAND,is provided by,General support for the Bulletin during 2001,support
2001,31,SOUTH AFRICA,facilitated,informal consultations,other
2001,31,SWITZERLAND,facilitated,informal consultations,other
2001,36,ARGENTINA,Implementation of,the Buenos Aires Plan of Action,support
2001,53,ARGENTINA,met in Buenos Aires,THE BUENOS AIRES PLAN OF ACTION: COP-4,other
2001,76,MOROCCO,welcomed delegates,delegates to Morocco,other
2001,82,IRAN,Available,Iran,other
2001,83,BURKINA FASO,Available,Burkina Faso,other
2001,84,SWITZERLAND,Available,Switzerland,other
2001,86,AUSTRALIA,welcomed,President Elyazghi’s intention to consult and report back to the COP before the High-Level Segment on the agenda item ‘second review of the adequacy of Article 4’,support
2001,86,JAPAN,welcomed,President Elyazghi’s intention to consult and report back to the COP before the High-Level Segment on the agenda item ‘second review of the adequacy of Article 4’,support
2001,87,BELGIUM,Available,,other
2001,94,NIGERIA,elected,Mohammed Barkindo,other
2001,95,Gopinathan,Available,,other
2001,96,PANAMA,was appointed Rapporteur,Rapporteur,other
2001,97,ARGENTINA,were named,Chairs of SBI,other
2001,97,ICELAND,were named,Chairs of SBSTA,other
2001,102,INDIA,requests,consultations to be continued between the Executive Secretary and India,support
2001,129,LDCs,decides to establish a work programme on LDCs to,strengthen existing and establish national climate change secretariats; provide training in negotiating skills and language; and support the preparation of National Adaptation Programmes of Action (NAPAs).,support
2001,145,NEW ZEALAND,chaired the drafting group on LULUCF-related issues,the drafting group on LULUCF-related issues,other
2001,149,G-77/CHINA,introduced draft paragraphs,requiring Parties to submit information on how reporting on these activities takes into account the LULUCF Principles contained in the Bonn Agreements,support
2001,150,AUSTRALIA,cautioned that the draft guideline text had become more detailed than the Agreements and stressed that details should be left to be defined in the IPCC good practice guidance,the draft guideline text had become more detailed than the Agreements and details should be left to be defined in the IPCC good practice guidance,opposition
2001,164,CHINA,introduced a proposal specifying the aim of reducing per capita emissions differences between developed and developing countries,reducing per capita emissions differences between developed and developing countries,support
2001,166,EUROPEAN UNION,noted,problems with such reporting,other
2001,171,JAPAN,Available,Japan,other
2001,174,JAPAN,Available,Japan,other
2001,190,COP,agrees,the assigned amount for the Russian Federation from forest management activities under Protocol Article 3,support
2001,192,ARGENTINIA,co-chaired by Raúl Estrada-Oyuela,mechanisms,other
2001,192,MALAYSIA,co-chaired by Kok Kee Chow,mechanisms,other
2001,202,UMBRELLA GROUP,expressed concern with,the suggested linkage between compliance and eligibility to participate in the mechanisms,opposition
2001,204,CANADA,highlighted,inconsistencies in the Bonn Agreements described by COP-6 President Pronk as a “clash” between the purpose of text on the mechanisms and the text on compliance,support
2001,210,AUSTRALIA,Available,Australia,other
2001,213,UMBRELLA GROUP,said,,other
2001,214,EUROPEAN UNION,Available,The EU,other
2001,215,SWITZERLAND,noted,the need for mandatory requirements to maintain the integrity of the Bonn Agreements,other
2001,218,NEW ZEALAND,chaired,a drafting group,other
2001,220,G-77/CHINA,expressed a willingness to work on the basis of,the non-paper,support
2001,225,SWITZERLAND,facilitated,consultations with regional groups on the mechanisms group Co-Chairs’ cross cutting non-paper on 8 and 9 November,other
2001,225,SOUTH AFRICA,facilitated,consultations with regional groups on the mechanisms group Co-Chairs’ cross cutting non-paper on 8 and 9 November,other
2001,227,UMBRELLA GROUP,accommodating some of the Umbrella Group’s positions,some of the Umbrella Group’s positions,support
2001,236,NORWAY,under the Co-Chairship of Harald Dovland,Outstanding issues on compliance,other
2001,246,G-77/CHINA,For,the G-77/China,other
2001,247,EUROPEAN UNION,said,consensus at the ministerial level had been on a need for a binding compliance system applicable to all Parties,other
2001,249,CANADA,Available,Available,other
2001,250,EUROPEAN UNION,put forward,Several alternative texts to the Co-Chairs’ proposal,support
2001,250,UMBRELLA GROUP,put forward,Several alternative texts to the Co-Chairs’ proposal,support
2001,252,EUROPEAN UNION,struck,the package deal between the EU and the Umbrella Group focused on four issues: Party-to-Party trigger,support
2001,252,UMBRELLA GROUP,struck,the package deal between the EU and the Umbrella Group focused on four issues: Party-to-Party trigger,support
2001,253,JAPAN,advocated,a process leading to the reinstatement of eligibility to use the mechanisms,support
2001,258,G-77/CHINA,supported,the possibility for the Compliance Committee to receive questions of implementation submitted by a Party with respect to another Party,support
2001,258,EUROPEAN UNION,supported,the possibility for the Compliance Committee to receive questions of implementation submitted by a Party with respect to another Party,support
2001,261,AUSTRALIA,opposed,One element of the proposed text on appeal,opposition
2001,262,EUROPEAN UNION,Available,The EU,other
2001,265,JAPAN,expressed difficulties with,the concept of a compliance action plan,opposition
2001,276,SAUDI ARABIA,Available,Saudi Arabia,other
2001,280,USA,INPUT TO THE WORLD SUMMIT ON SUSTAINABLE DEVELOPMENT,Informal consultations on this matter,support
2001,281,SWEDEN,Available,Bo Kjellén,other
2001,290,EUROPEAN UNION,Available,The EU,other
2001,291,SAUDI ARABIA,stressed,the inclusion of developing country scientists,support
2001,291,G-77/CHINA,stressed,the inclusion of developing country scientists,support
2001,292,ICELAND,invited to conduct informal consultations on a draft decision on the TAR,a draft decision on the TAR,other
2001,294,SAUDI ARABIA,proposed deferring,the issue to SBSTA-16,support
2001,294,KUWAIT,proposed deferring,the issue to SBSTA-16,support
2001,309,TURKEY,proposal by Turkey,to remove its name from the list in Annex II to the Convention,support
2001,313,KAZAKHSTAN,A proposal by Kazakhstan,to add its name to the list in Annex I,support
2001,316,KAZAKHSTAN,note,engaging in negotiations with the objective of defining a quantified limitation or reductions commitment under Annex B of the Protocol,other
2001,334,KENYA,chaired by Emily Ojoo-Massawa,informal consultations,other
2001,338,EUROPEAN UNION,Available,Available,other
2001,338,AUSTRALIA,Available,Available,other
2001,341,LDCs,noted,the CGE did not have a mandate to address the LDC NAPA process,other
2001,342,EUROPEAN UNION,stressed,linkages between the processes of preparing national communications and NAPAs,support
2001,343,LDCs,was bracketed,Text referring to LDCs,other
2001,343,LDCs,reached agreement on linkages,linkages,support
2001,345,EUROPEAN UNION,Available,The EU,other
2001,348,UGANDA,Available,Uganda,other
2001,351,USA,did not support,deciding at COP-7 on the frequency of submission of national communications by non-LDC developing country Parties,opposition
2001,360,LDCs,from,CGE,other
2001,370,Parties,give active consideration to the nomination of women for elective posts in any body established under the UNFCCC and the Protocol,the nomination of women for elective posts in any body established under the UNFCCC and the Protocol,support
2001,370,Secretariat,bring this decision to the attention of Parties whenever a vacancy arises for any elective post in any body established under the UNFCCC and the Protocol,this decision to the attention of Parties whenever a vacancy arises for any elective post in any body established under the UNFCCC and the Protocol,support
2001,370,Secretariat,maintain information on the gender composition of each body with elective posts established under the UNFCCC and the Protocol,information on the gender composition of each body with elective posts established under the UNFCCC and the Protocol,support
2001,384,EUROPEAN UNION,reiterated concerns about increasing greenhouse gas emissions from international aviation and called for,guidelines compatible with the Protocol for emissions allocation methodologies,support
2001,386,SWITZERLAND,proposed that the International Civil Aviation Organization (ICAO) Council continue initiatives on guidelines on emissions reductions,the International Civil Aviation Organization (ICAO) Council continue initiatives on guidelines on emissions reductions,support
2001,387,G-77/CHINA,proposed,work take place within the framework of Protocol Article 2,support
2001,389,SWITZERLAND,convened,informal consultations on this issue,other
2001,394,CANADA,proposed,regional workshops on integrated assessment include consideration of impacts and adaptation,support
2001,395,THAILAND,proposed,joint research projects between developed and developing countries,support
2001,395,MALAYSIA,proposed,joint research projects between developed and developing countries,support
2001,396,CANADA,convened by,informal consultations,support
2001,396,EL SALVADOR,convened by,informal consultations,support
2001,402,EUROPEAN UNION,Available,The EU,other
2001,403,USA,The,US,other
2001,405,ZIMBABWE,convened by,informal consultations,support
2001,405,NORWAY,convened by,informal consultations,support
2001,409,EUROPEAN UNION,Available,The EU,other
2001,410,NEW ZEALAND,noted,slow progress on the develop- ment of technical methodologies,other
2001,417,AUSTRALIA,reached agreement on,relevant draft conclusions,support
2001,421,AUSTRALIA,convened,informal consultations,other
2001,421,AUSTRALIA,reached agreement,relevant draft conclusions,support
2001,421,COLOMBIA,convened,informal consultations,other
2001,421,COLOMBIA,reached agreement,relevant draft conclusions,support
2001,430,Malaysia,stressed,a concrete implementation work programme,support
2001,430,China,stressed,a concrete implementation work programme,support
2001,431,USA,suggested,a workshop be held on the prioritization of activities and on setting a work programme,support
2001,432,SENEGAL,called for,a Climate Change Day,support
2001,432,CENTRAL AFRICAN REPUBLIC,called for,a Climate Change Day,support
2001,433,CHINA,suggested,each Party should focus on promoting public awareness on the IPCC TAR,support
2001,434,NETHERLANDS,convened,informal consultations,other
2001,440,NIGERIA,convened by,informal consultations,support
2001,443,CROATIA,under,Special circumstances of Croatia under Convention Article 4,other
2001,450,CHINA,proposal,only Annex I Parties be encouraged to update information on means for limiting such emissions,support
2001,453,BULGARIA,elected,Daniela Stoytcheva as SBI Vice-Chair,support
2001,453,KENYA,elected,Emily Ojoo-Massawa as SBI Rapporteur,support
2001,462,USA,noted,similar discussions taking place in the CGE group,other
2001,462,SWITZERLAND,noted,similar discussions taking place in the CGE group,other
2001,463,LDCs,highlighted,the efficiency and value of an expert group in NAPA preparation and implementation,support
2001,466,EUROPEAN UNION,suggested,the legal and technical review carried out by the Secretariat as a result of delays in the intergovernmental process had not taken into account the document on guidance to the Fund,support
2001,472,LDCs,were agreed with brackets remaining around the reference to the three other decisions on,the reference to the three other decisions on LDCs,support
2001,474,LDCs,was reached in exchange for inclusion of a paragraph that notes the unique circumstances of,inclusion of a paragraph that notes the unique circumstances of LDCs,support
2001,478,LDCs,arrange for,expedited access to the Fund,support
2001,500,MOROCCO,Available,Prince Moulay Rachid,other
2001,509,IRAN,Available,Iran,other
2001,510,CANADA,highlighted,the need to be responsive to those whose participation is critical to entry into force of the Protocol,support
2001,513,UKRAINE,said,JI should be given priority,support
2001,513,UKRAINE,said,the main goal should be the reduction,support
2001,514,LDCs,Regarding,the circumstances and needs of developing countries and LDCs,other
2001,515,TANZANIA,Available,Tanzania,other
2001,518,USA,said it would continue to play a leading role in addressing climate change,playing a leading role in addressing climate change,support
2001,518,USA,is moving ahead with science-based measures,science-based measures,support
2001,519,BRAZIL,said it looked forward to negotiations on,the second commitment period,support
2001,520,BANGLADESH,supported,the speedy application of the Adaptation and LDC Funds,support
2001,531,OPEC,highlighted,the impacts of climate change response measures on economies dependent on fossil fuel exports,other
2001,534,INTERNATIONAL WORK GROUP FOR INDIGENOUS AFFAIRS (IWGIA),requested,a COP decision to grant indigenous peoples a specific status in the climate change process,support
2001,537,USA,supported,a fast track for CDM projects,support
2001,543,SAUDI ARABIA,Available,,other
2001,545,CANADA,Available,Available,other
2001,546,EUROPEAN UNION,said,COP-7 had marked an important milestone in making the Kyoto process irreversible,support
2001,547,RUSSIA,said,COP-7 had opened up the path for the ratification of the Protocol by all coun- tries,other
2001,548,SOUTH KOREA,Available,The Republic of Korea,other
2001,549,G-77/CHINA,said,the agreement marked the “end of a long journey” toward achieving ratification of the Protocol,support
2001,550,JAPAN,said,climate negotiations will now enter a new stage,other
2001,551,AUSTRALIA,said it did not intend to make use of,Article 3,opposition
2001,556,MOROCCO,thanking,hosting COP-7,support
2001,585,JAPAN,was further cause for comment,The negotiating tactics of the Japanese delegation – which numbered over 80 delegates –,other
2001,589,AUSTRALIA,Available,Available,other
2001,589,CANADA,Available,Available,other
2001,590,AUSTRALIA,Available,Australia,other
2001,593,JAPAN,request,clarity on the meaning of “sound” rules,support
2001,593,CANADA,request,clarity on the meaning of “sound” rules,support
2001,595,UMBRELLA GROUP,Notwithstanding the obduracy of,the final deal,other
2001,607,G-77/CHINA,proposal,the establishment of the new “removal unit” (RMU),support
2001,607,CHINA,proposal,the establishment of the new “removal unit” (RMU),support
2002,5,NETHERLANDS,are,The Sustaining Donors of the Bulletin,other
2002,6,FINLAND,is provided by,General Support for the Bulletin during 2002,support
2002,50,ARGENTINA,In a decision known as the Buenos Aires Plan of Action,the Buenos Aires Plan of Action,other
2002,90,AFGHANISTAN,said,had deposited its instrument of ratification on 19 September 2002,other
2002,92,G-77/CHINA,urged excluding,Canada’s proposal for a decision on modalities for the accounting of assigned amounts under Protocol Article 7,opposition
2002,93,CANADA,emphasized,the cleaner energy proposal as a priority for the future success of the Protocol,support
2002,94,EUROPEAN UNION,opposed,Saudi Arabia’s request to include discussions on the implementation of Protocol Article 2,opposition
2002,94,SAUDI ARABIA,request,to include discussions on the implementation of Protocol Article 2,support
2002,95,SAUDI ARABIA,said the issue was unfinished business from the BAPA,the issue was unfinished business from the BAPA,other
2002,95,SAUDI ARABIA,stressed preparation of a draft decision for COP/ MOP-1,preparation of a draft decision for COP/ MOP-1,support
2002,99,BULGARIA,include,Daniela Stoytcheva (Bulgaria) for SBI Chair,other
2002,100,BURKINA FASO,come from,the other officers,other
2002,102,UMBRELLA GROUP,Supported by,Available,support
2002,104,ZIMBABWE,Available,Zimbabwe,other
2002,111,ICELAND,opened,the seventeenth session,other
2002,124,EUROPEAN UNION,Available,The EU,other
2002,125,USA,cautioned against,the Secretariat moving beyond its mandate in initiating work,opposition
2002,126,NORWAY,undertook informal consultations,,other
2002,128,CHINA,said he had not been able to take part in the consultations,he had not been able to take part in the consultations,other
2002,128,CHINA,proposed,several substantive amendments,support
2002,133,NEW ZEALAND,was convened under,A contact group,other
2002,133,SOUTH AFRICA,was convened under,A contact group,other
2002,137,EUROPEAN UNION,welcomed,progress on options for the terms of service for lead reviewers and the training of experts,support
2002,138,SAUDI ARABIA,said,training of review experts should include developing country experts,support
2002,139,USA,stressed the importance of,options for the treatment of confidential data,support
2002,139,USA,encouraged,transparency of inventory data,support
2002,141,NEW ZEALAND,reported,the outcome of intersessional consultations,other
2002,144,EUROPEAN UNION,circulated,a paper on preventing and resolving technical problems and discrepancies in the technical standards and reporting and review text,support
2002,182,MALAYSIA,stressed,ensuring the environmental integrity of CDM projects,support
2002,183,BRAZIL,supported,devel- oping “a common language,support
2002,184,CANADA,Opposing,Canada’s SBSTA-16 proposal to change the baseline from 1989 to 1999,opposition
2002,185,COLOMBIA,said,the 1989 baseline could impede projects,other
2002,186,AOSIS,stressed,the need for social and environmental project impact assessments,support
2002,190,G-77/CHINA,delivered a proposal that focused on,principles,support
2002,191,EUROPEAN UNION,proposed,a system for accounting that relies on Temporary Certified Emissions Reduction Units (TCERs),support
2002,193,EUROPEAN UNION,principles on additionality,principles on additionality,other
2002,193,CHINA,supported,the EU’s principles on additionality and said it should be considered on a project-by-project basis,support
2002,194,EUROPEAN UNION,stressed,"""true"" additionality",support
2002,195,CANADA,Available,Available,other
2002,197,G-77/CHINA,noted,leakage had both positive and negative impacts,other
2002,199,SWITZERLAND,highlighted,biodiversity concerns,other
2002,200,NEW ZEALAND,drew attention to,displacement from other types of CDM activities,other
2002,204,URUGUAY,noted,the need to separate uncertainty from risk,other
2002,206,COLOMBIA,Available,Colombia,other
2002,208,BRAZIL,stressed limiting the crediting to up to 20 years,limiting the crediting to up to 20 years,support
2002,209,COLOMBIA,Available,Colombia,other
2002,213,NEW ZEALAND,facilitated by,informal consultations,other
2002,213,BRAZIL,facilitated by,informal consultations,other
2002,215,SAUDI ARABIA,Opposed by,Available actors,opposition
2002,215,MEXICO,supported by,Available actors,support
2002,215,EUROPEAN UNION,supported by,Available actors,support
2002,220,CROATIA,Special Circumstances of Croatia under UNFCCC Article 4,Special Circumstances of Croatia under UNFCCC Article 4,other
2002,222,YUGOSLAVIA,Available,Yugoslavia,other
2002,223,UK,asked,to convene an informal contact group,support
2002,226,CROATIA,to estimate its base year emissions is neither consistent with IPCC good practice guidance,estimating its base year emissions,opposition
2002,229,GHANA,elected,William Bonsu as EGTT Chair,support
2002,229,USA,elected,Richard Bradley as EGTT Vice-Chair,support
2002,231,INDIA,supported,consideration of access to resources,support
2002,240,AUSTRALIA,stressed,future work should be policy neutral,support
2002,241,USA,conducted consultations on draft SBSTA conclusions and a draft COP decision,draft SBSTA conclusions and a draft COP decision,other
2002,255,SAUDI ARABIA,said,the G-77/China had not had enough time to consider the text fully,other
2002,262,SAUDI ARABIA,proposed,replacing all paragraphs with text noting only that SBSTA agreed to continue consideration of the issue at SBSTA-18,support
2002,263,EUROPEAN UNION,proposed making reference to,the implementation of decision 13/CP,support
2002,269,AUSTRALIA,was convened under the facilitation of,a contact group,other
2002,272,CANADA,Available,Available,other
2002,273,EUROPEAN UNION,Available,The EU,other
2002,302,EUROPEAN UNION,reaffirmed their objection to,Canada’s original proposal on accounting for cleaner energy exports,opposition
2002,303,EUROPEAN UNION,said that,only generic issues relating to trade in cleaner energy should be discussed,support
2002,310,SAUDI ARABIA,argued for,a draft decision requesting the Secretariat to analyze the adverse effects of P&Ms on developing countries,support
2002,324,CANADA,Available,Available,other
2002,325,INDIA,emphasized strengthening,the reporting process for Annex I Parties,support
2002,339,LDCs,highlighted their difficulties in developing national communications and called on the SBSTA to address financial support,developing national communications,support
2002,339,LDCs,called on the SBSTA to address financial support,address financial support,support
2002,346,G-77/CHINA,accepted,the text as a basis for discussion,support
2002,349,CANADA,stressed,"""normal"" UN procedures by which documents are seen before they are adopted",support
2002,352,AUSTRALIA,proposed,amendments,support
2002,352,JAPAN,proposed,amendments,support
2002,360,EUROPEAN UNION,called for,the initiation of a process for the voluntary review of national communications,support
2002,362,JAPAN,query,the funding for CGE meetings,support
2002,380,NORWAY,Available,Norway,other
2002,408,BHUTAN,was discussed,CAPACITY BUILDING,other
2002,410,G-77/CHINA,expressed concern,the COP-7 decision on capacity-building had not been implemented by the GEF,opposition
2002,418,G-77/CHINA,expressed concern about,the lack of financial support for implementation of the decision,opposition
2002,420,CANADA,expressed interest in supporting,the workshops,support
2002,425,LDCs,relating to,Matters,other
2002,426,BANGLADESH,highlighted,a workshop held in Dhaka that aimed to develop NAPAs,other
2002,430,COP,decides to postpone the revision of,NAPA guidelines,support
2002,430,COP,invites,the LDCs to use the annotations to the NAPA guidelines prepared by the LEG,support
2002,430,COP,decides to review,the NAPA guidelines at COP-9,support
2002,439,ITALIA,offered to host,COP-9,support
2002,443,EUROPEAN UNION,Available,The EU,other
2002,444,USA,stressed the need to ensure that its contributions were used to support,the UNFCCC process,support
2002,447,CANADA,Available,Available,other
2002,448,USA,supported,participation through new approaches,support
2002,450,EUROPEAN UNION,did not agree with,the conclusions,opposition
2002,452,SWITZERLAND,supported,a text proposed by Canada urging Parties to ensure early payment of contributions,support
2002,452,BULGARIA,supported,a text proposed by Canada urging Parties to ensure early payment of contributions,support
2002,452,CANADA,proposed,a text urging Parties to ensure early payment of contributions,support
2002,453,CANADA,requested,the Secretariat to provide its budget requirements for the activities relating to implementation of the Marrakesh Accords,support
2002,457,CROATIA,Proposal by Croatia,on LULUCF,support
2002,459,SBI,decided to continue consideration of Croatia’s request,Croatia’s request with regard to its base year for emissions calculations,support
2002,461,CROATIA,proposal on,Croatian proposal on LULUCF,support
2002,462,CROATIA,conclusions on Croatia’s base year emissions,Croatia’s base year emissions (FCCC/SBI/2002/L.,other
2002,472,ICELAND,proposal,this issue,support
2002,476,INDIA,inaugurated,the high-level segment,support
2002,482,INDIA,noted,India’s commitment to combating global climate change,other
2002,490,OPEC,reminded delegates of the need to minimize the adverse effects of policies and measures to address climate change,the need to minimize the adverse effects of policies and measures to address climate change,other
2002,490,OPEC,said that adequate provision should be made for the transfer of technology to developing countries,adequate provision should be made for the transfer of technology to developing countries,support
2002,495,INDIA,called for,an efficient and transparent policy framework,support
2002,497,INTERNATIONAL WORK GROUP FOR INDIGENOUS AFFAIRS (IWGIA),noted the vulnerability of indigenous peoples and their important role in the protection of natural resources and called for support for their participation in the UNFCCC process,support for their participation in the UNFCCC process,support
2002,501,INDIA,highlights,several concerns faced by India’s youth,other
2002,505,AOSIS,noted that,small island developing States are among those hardest hit by climate change,other
2002,506,FINLAND,stressed,the EU’s efforts to achieve tangible results and show demonstrable progress by 2005,support
2002,508,EUROPEAN UNION,called for,a common dialogue,support
2002,509,AOSIS,called for an imme,an imme,support
2002,511,REPUBLIC OF IRELAND,proposed,discussion on a fair and equitable distribution of emission targets,support
2002,514,POLAND,said,adaptation and funding for climate change must go hand-in-hand with mitigation and long-term strategies,support
2002,515,AOSIS,Available,,other
2002,517,THAILAND,Available,Thailand,other
2002,518,EUROPEAN UNION,underscored,the need for dialogue,support
2002,519,UGANDA,Available,Uganda,other
2002,520,NEPAL,underscored,the need for further research to mitigate the effects of climate change,support
2002,521,ETHIOPIA,said,economic development is crucial for adapting to climate change,support
2002,522,IRAN,stressed,minimizing losses due to adverse effects and impacts of response measures on developing countries with economies dependent on fossil fuels,support
2002,523,FINLAND,pledged support to,the LDC Fund,support
2002,523,DENMARK,pledged support to,the LDC Fund,support
2002,524,KENYA,appealed,a special fund for developing countries other than LDCs,support
2002,524,UGANDA,appealed,a special fund for developing countries other than LDCs,support
2002,526,URUGUAY,said,the lack of institutional and legal capacity was a barrier to CDM implementation,other
2002,528,SOUTH KOREA,Available,The Republic of Korea,other
2002,530,UGANDA,said,the Declaration should call for the ratification of the Protocol,support
2002,531,SWITZERLAND,supported,reference to a forward-looking approach,support
2002,532,AUSTRALIA,said,put into place a process for future global emissions reduction arrangements,support
2002,533,SOUTH KOREA,supported,a Declaration that considers the human dimension to climate change,support
2002,536,UGANDA,recalled,the Millennium Development Goals,support
2002,536,UGANDA,said,climate change “cripples” developing country economies,other
2002,538,NAMIBIA,announced its ratification of,the Protocol,support
2002,539,GREECE,Available,,other
2002,540,GERMANY,said,the EU would build a coalition of like-minded countries willing to commit themselves to timetables and targets for increasing renewable energy use,other
2002,544,KIRIBATI,underscored the need for development projects to incorporate climate change considerations,development projects to incorporate climate change considerations,support
2002,545,ISRAEL,said that it was developing,a greenhouse gas emissions reduction policy,support
2002,548,BANGLADESH,supported,a multilateral CDM programme for LDCs,support
2002,549,USA,said that its climate approach is grounded in sound economic policy,its climate approach is grounded in sound economic policy,support
2002,549,USA,noted its commitment to reduce the greenhouse gas intensity of its economy by 18% over ten years,reduce the greenhouse gas intensity of its economy by 18% over ten years,support
2002,550,USA,claimed,economic growth is the key to environmental progress,support
2002,551,GERMANY,called for,"""absolute"" emissions reductions",support
2002,553,SWEDEN,Available,Sweden,other
2002,557,CANADA,said it should consider,Available,support
2002,559,SAUDI ARABIA,said that the Declaration should be a consensus document prioritizing adaptation to climate impacts and impacts of Annex I response measures,a consensus document prioritizing adaptation to climate impacts and impacts of Annex I response measures,support
2002,561,VENEZUELA,called on the COP to address,compliance under the UNFCCC and the Marrakesh Accords,support
2002,563,EUROPEAN UNION,underscored that mitigation has proven to be a powerful force for technological change and economic development,mitigation has proven to be a powerful force for technological change and economic development,support
2002,564,ICELAND,addressed,carbon intensities and the need to stimulate the development of technologies to avoid wasteful emissions,other
2002,565,INDIA,called for,the provision of sufficient environmental “space” for developing countries to develop,support
2002,566,THAILAND,asked,Parties to differentiate between luxury and survival emissions,support
2002,568,QATAR,Available,Qatar,other
2002,571,EUROPEAN UNION,stressed,renewable energy exemplified the synergies between sustainable development and climate change,support
2002,572,CHILE,emphasized that,national strategies for sustainable development must address adaptation and mitigation policies,support
2002,574,BRAZIL,supported,projects in large cities,support
2002,575,TANZANIA,stressed,equity in the distribution of projects,support
2002,585,USA,stressed,economic growth as the key to environmental progress,support
2002,589,EUROPEAN UNION,submitted,a statement of concern regarding the Decla- ration,support
2002,591,G-77/CHINA,Available,The G-77/China,other
2002,592,CANADA,Available,Available,other
2002,594,JAPAN,noted that,COP-8 had succeeded in opening a small window of opportunity for on-going informal dialogue on future mitigation action,other
2002,595,SAUDI ARABIA,said,the Delhi Declaration was well balanced,support
2002,596,USA,praised,the US,support
