year,paragraph_id,actor,predicate,negotiation_point,predicate_type
1999,723,CHINA,will be held in Beijing from 29 November - 3 December 1999,5th COP to the Vienna Convention and the 11th Meeting of the Parties to the Montreal Protocol,other
1999,729,USA,US-AFRICA ENERGY MINISTERS CONFERENCE: This conference will be held in Tucson,US-AFRICA ENERGY MINISTERS CONFERENCE,other
2000,4,NETHERLANDS,are,Sustaining Donors of the Bulletin,other
2000,5,GERMANY,provided by,General Support for the Bulletin during 2000,support
2000,53,ARGENTINA,The Fourth Conference of the Parties (COP-4) met in Buenos Aires,Buenos Aires Plan of Action,other
2000,54,ARGENTINA,This work schedule was outlined in a document called the Buenos Aires Plan of Action,Buenos Aires Plan of Action,other
2000,75,NETHERLANDS,attended by,a Welcoming Ceremony,other
2000,80,NETHERLANDS,listened to readings by Dutch actor Aus Greidanus of short quatrains on climate change written by Dutch national poet Gerrit Komrij,readings by Dutch actor Aus Greidanus of short quatrains on climate change written by Dutch national poet Gerrit Komrij,other
2000,93,NIGERIA,Available,,other
2000,95,FRANCE,Available,,other
2000,96,SWITZERLAND,Available,,other
2000,110,G-77/CHINA,expressed the Group’s reservations about further discussions,further discussions,opposition
2000,114,UGANDA,Available,,other
2000,115,NORWAY,were re-appointed as Chairs,Chairs of SBSTA,other
2000,140,MAURITANIA,Available,,other
2000,152,G-77/CHINA,raised,process-related objections,other
2000,169,USA,opposed,a proposal by Argentina to remove brackets from text on national communications,opposition
2000,169,EUROPEAN UNION,opposed,a proposal by Argentina to remove brackets from text on national communications,opposition
2000,169,ARGENTINA,proposal by,remove brackets from text on national communications,support
2000,173,AUSTRALIA,said,the financial issues group was mandated by President Pronk to examine funding proposals discussed in the contact groups on capacity building,other
2000,176,ARGENTINA,Available,,other
2000,177,G-77/CHINA,said it was not able to participate in the discussion,participation in the discussion,other
2000,184,JAPAN,Available,,other
2000,185,EUROPEAN UNION,said a separate proposal on financial issues had also been presented,separate proposal on financial issues,support
2000,250,POLAND,proposal by,reference to EITs,support
2000,254,BRAZIL,Available,,other
2000,277,LDCs,considered,a draft decision on input to the Third UN Conference on LDCs,other
2000,293,LDCs,proposal by the LDCs,integrate the text on their special treatment into the adverse effects section of the draft decision(s),support
2000,294,LDCs,was referred to,a financial issues group,other
2000,317,LDCs,On the needs of,LDCs,other
2000,322,LDCs,adopted,a document containing the Input to the Third United Nations Conference on the Least Developed Countries (FCCC/CP/2000/CRP.,support
2000,350,G-77/CHINA,Available,,other
2000,351,NEW ZEALAND,opposed by,,opposition
2000,351,INDIA,supported by,,support
2000,353,INDIA,explained that,AAs are fixed amounts and therefore cannot be reviewed,other
2000,354,BRAZIL,Available,,other
2000,363,G-77/CHINA,suggested bracketing text on estimates of emissions and removals from LULUCF since the discussions in the group on LULUCF had not been concluded,bracketing text on estimates of emissions and removals from LULUCF,support
2000,364,NEW ZEALAND,Available,New Zealand,other
2000,369,USA,suggested that adjustments applying to a Party’s base-year inventory estimates could not be replaced by revised estimates subsequent to the establishment of a Party’s initial AA,adjustments applying to a Party’s base-year inventory estimates could not be replaced by revised estimates subsequent to the establishment of a Party’s initial AA,support
2000,370,G-77/CHINA,Available,,other
2000,371,G-77/CHINA,proposal by,delete Part III on the review of information on AA,support
2000,378,G-77/CHINA,said,three elements were missing from President Pronk’s summary of key issues: reporting and review on Articles 10,support
2000,379,NORWAY,co-facilitated,informal small groups,other
2000,379,INDIA,co-facilitated,informal small groups,other
2000,401,CHINA,Available,,other
2000,402,BRAZIL,Available,,other
2000,403,BOLIVIA,cautioned against,a “pick-and-choose” approach under Article 3,opposition
2000,403,COLOMBIA,cautioned against,a “pick-and-choose” approach under Article 3,opposition
2000,405,EUROPEAN UNION,stressed the need for consistency and symmetry within all definitions,consistency and symmetry within all definitions,support
2000,411,COLOMBIA,presented its proposal,Expiring Certified Emissions Reductions (CERs),support
2000,413,AOSIS,stressed,problems with sinks in the CDM due to scale,support
2000,415,BOLIVIA,supported,conservation of existing forests under the CDM,support
2000,416,COSTA RICA,argued that,North-South leakage would be a significant problem should LULUCF activities not be allowed,support
2000,417,G-77/CHINA,drew attention to,the Group’s principle that sinks provide temporary removal only,other
2000,418,AUSTRALIA,said,methodologies exist to deal with problems related to sinks,other
2000,418,CANADA,said,methodologies exist to deal with problems related to sinks,other
2000,419,USA,pointed out that projects differ in terms of how prone they are to leakage,projects differ in terms of how prone they are to leakage,other
2000,431,EUROPEAN UNION,accepts,the concept of carbon sinks,support
2000,432,G-77/CHINA,stressed the need to exclude credits for natural uptake,credits for natural uptake,support
2000,474,USA,said it could be flexible on this issue,this issue,support
2000,476,G-77/CHINA,argued that the host developing country should be the sole judge in deciding on projects,the host developing country should be the sole judge in deciding on projects,support
2000,478,USA,expressed flexibility on the potential for small projects,small projects,other
2000,480,RUSSIA,suggested deferring,a decision on sinks,support
2000,481,HONDURAS,Available,,other
2000,482,AUSTRALIA,said it was,individual developing countries to decide,support
2000,485,INDONESIA,argued in favor of requiring,70% of emissions reductions through domestic action,support
2000,487,G-77/CHINA,Available,,other
2000,488,JAPAN,Available,,other
2000,492,EUROPEAN UNION,had expressed interest in,a possible qualitative ceiling,support
2000,530,SAUDI ARABIA,Available,,other
2000,530,UNITED ARAB EMIRATES (UAE),Available,,other
2000,532,G-77/CHINA,said it was premature to decide on one option,deciding on one option,opposition
2000,533,JAPAN,Available,,other
2000,548,POLAND,Available,,other
2000,549,RUSSIA,Available,,other
2000,550,CHINA,highlighted that a strict compliance,strict compliance,other
2000,554,ARGENTINA,expressed concern over,the adoption of a compliance regime and a possible amendment of the Protocol before its entry into force,opposition
2000,556,USA,said legally-binding consequences need not be punitive,legally-binding consequences need not be punitive,support
2000,556,USA,highlighted that she supported a deduction from the following commitment period with a 1.,a deduction from the following commitment period with a 1.,support
2000,558,EUROPEAN UNION,argued that Article 4 is not a mechanism,Article 4,opposition
2000,560,G-77/CHINA,stressed that,non-compliance affects everyone,support
2000,561,AUSTRALIA,argued for,a non-binding regime,support
2000,561,AUSTRALIA,said,their countries were more concerned about their own compliance than that of others,other
2000,561,RUSSIA,argued for,a non-binding regime,support
2000,561,RUSSIA,said,their countries were more concerned about their own compliance than that of others,other
2000,562,AUSTRALIA,Supporting,,other
2000,563,AOSIS,said,payment in a voluntary fund would actually provide Parties with an additional flexible mechanism,support
2000,585,G-77/CHINA,call by,an assessment of the actions of Annex I Parties in striving to implement P&Ms in such a way as to minimize adverse effects,support
2000,585,SAUDI ARABIA,call by,an assessment of the actions of Annex I Parties in striving to implement P&Ms in such a way as to minimize adverse effects,support
2000,586,EUROPEAN UNION,under-scored that future work on P&Ms should contribute to an assessment of demonstrable progress of Annex I Parties in achieving their Protocol commitments,future work on P&Ms contributing to an assessment of demonstrable progress of Annex I Parties in achieving their Protocol commitments,support
2000,586,G-77/CHINA,under-scored that future work on P&Ms should contribute to an assessment of demonstrable progress of Annex I Parties in achieving their Protocol commitments,future work on P&Ms contributing to an assessment of demonstrable progress of Annex I Parties in achieving their Protocol commitments,support
2000,588,CANADA,Available,,other
2000,598,EUROPEAN UNION,underlined the value of,non-Annex I Parties participating in workshops on P&Ms,support
2000,599,G-77/CHINA,said,the whole of Protocol Article 2 should be referred to in the decision,support
2000,617,GERMANY,said it had agreed on 14 November to offer,joint accommodation for the secretariats of the UNFCCC and Convention to Combat Desertification in the former parliamentarians’ office building,support
2000,627,NETHERLANDS,said the Netherlands would commit,200 million Dutch Guilders for adaptation measures and capacity building,support
2000,629,FRANCE,stated that since 1992,1992,other
2000,643,JAPAN,said that developing countries’ judgment of what constitutes sustainable development should not be overruled by limiting the types of eligible activities under the CDM,developing countries’ judgment of what constitutes sustainable development should not be overruled by limiting the types of eligible activities under the CDM,support
2000,644,BHUTAN,emphasized the need for active participation by,LDCs,support
2000,645,SOUTH AFRICA,said,the adaptation levy on the CDM should also apply to the other mechanisms,support
2000,645,TANZANIA,said,the adaptation levy on the CDM should also apply to the other mechanisms,support
2000,647,JAPAN,said disagreements over the compliance regime should not delay the Protocol’s entry into force,disagreements over the compliance regime should not delay the Protocol’s entry into force,support
2000,648,SOUTH AFRICA,reiterated,the G-77/China’s support for mandatory consequences,other
2000,650,NORWAY,said that contribution from sinks should be limited,contribution from sinks,support
2000,651,THAILAND,opposed,inclusion of additional activities under Protocol Article 3,opposition
2000,651,MALAYSIA,opposed,inclusion of additional activities under Protocol Article 3,opposition
2000,654,SAUDI ARABIA,expressed concern over,the impacts response measures will have,other
2000,655,BHUTAN,Available,,other
2000,658,UK,recognized the value of,an adaptation fund,support
2000,658,UK,recognized the value of,technology transfer,support
2000,674,BRAZIL,presented a copy the programme defining this initiative,programme defining this initiative,support
2000,682,ARGENTINA,said,the expectations for this meeting had been excessive,other
2000,682,ARGENTINA,underlined,the process toward the objective of the UNFCCC does not end with each one of its individual stages,support
2000,683,G-77/CHINA,hoped that the texts forwarded by SB-13 to the COP would guide discussions in the resumed session,the texts forwarded by SB-13 to the COP,support
2000,685,EUROPEAN UNION,said,the meeting would be considered as a failure,other
2000,688,USA,stressed its commitment to ensuring progress,progress,support
2000,689,SWITZERLAND,thanked,President Pronk for the transparency during the negotiations,other
2000,690,SAUDI ARABIA,expressed his faith that success would be achieved,success,other
2000,693,ARGENTINA,introduced a draft decision,on the implementation of the Buenos Aires Plan of Action (FCCC/CP/2000/L),support
2000,695,NIGERIA,proposed,a resolution,support
2000,720,UMBRELLA GROUP,as a precondition for ratifying the Protocol,ratifying the Protocol,support
2000,721,UK,was responsible for scuppering,disagreement on these issues,opposition
2000,725,UMBRELLA GROUP,continued to urge the development of simple procedures that facilitate the widespread use of mechanisms across a broad range of issues (including nuclear and sinks),simple procedures that facilitate the widespread use of mechanisms across a broad range of issues (including nuclear and sinks),support
2000,727,EUROPEAN UNION,insisted on imposing,a quantitative limit on the use of the mechanisms,support
2000,728,G-77/CHINA,seekt,optimize benefits from the CDM,support
2000,729,EUROPEAN UNION,was willing to show flexibility on some of the issues,some of the issues,support
2000,733,USA,reach a compromise on sinks and supplementarity,compromise on sinks and supplementarity,other
2000,733,EUROPEAN UNION,reach a compromise on sinks and supplementarity,compromise on sinks and supplementarity,other
2000,749,USA,appeared to make more concessions,the Note,other
2000,760,USA,other,THERE IS NO TIME TO LOSE,other
2000,778,BURKINA FASO,is scheduled to take place in Ouagadougou,TH MEETING OF THE PARTIES TO THE MONTREAL PROTOCOL: MOP-12,other
2001,5,NETHERLANDS,are,Sustaining Donors of the Bulletin,other
2001,6,FINLAND,provided by,General support for the Bulletin during 2001,support
2001,31,SOUTH AFRICA,facilitated,informal consultations,other
2001,31,SWITZERLAND,facilitated,informal consultations,other
2001,36,ARGENTINA,Implementation of the Buenos Aires Plan of Action,Buenos Aires Plan of Action,other
2001,53,ARGENTINA,THE BUENOS AIRES PLAN OF ACTION: COP-4 met in Buenos Aires,THE BUENOS AIRES PLAN OF ACTION: COP-4,other
2001,54,ARGENTINA,This work schedule was outlined in a decision known as the Buenos Aires Plan of Action (BAPA),Buenos Aires Plan of Action (BAPA),other
2001,76,MOROCCO,welcomed delegates,to Morocco,other
2001,82,IRAN,Available,,other
2001,83,BURKINA FASO,Available,,other
2001,84,SWITZERLAND,Available,,other
2001,86,AUSTRALIA,welcomed,President Elyazghi’s intention to consult and report back to the COP before the High-Level Segment on the agenda item ‘second review of the adequacy of Article 4’,support
2001,86,JAPAN,welcomed,President Elyazghi’s intention to consult and report back to the COP before the High-Level Segment on the agenda item ‘second review of the adequacy of Article 4’,support
2001,87,BELGIUM,Available,,other
2001,95,INDIA,Available,Gopinathan,other
2001,96,PANAMA,was appointed Rapporteur,Gonzalo Menendez,other
2001,97,ARGENTINA,were named Chair of SBI,SBI,other
2001,97,ICELAND,were named Chair of SBSTA,SBSTA,other
2001,99,COP,considered and adopted,a draft decision (FCCC/CP/2001/L.,support
2001,102,INDIA,requests consultations to be continued between the Executive Secretary and,consultations,support
2001,129,LDCs,decides to establish a work programme on LDCs to,strengthen existing and establish national climate change secretariats,support
2001,129,LDCs,decides to establish a work programme on LDCs to,provide training in negotiating skills and language,support
2001,129,LDCs,decides to establish a work programme on LDCs to,support the preparation of National Adaptation Programmes of Action (NAPAs),support
2001,143,NORWAY,was chaired by,the group,other
2001,145,NEW ZEALAND,chaired the drafting group on LULUCF-related issues,LULUCF-related issues,other
2001,149,G-77/CHINA,introduced draft paragraphs in the Article 7 guidelines requiring Parties to submit information on how reporting on these activities takes into account the LULUCF Principles contained in the Bonn Agreements,draft paragraphs in the Article 7 guidelines requiring Parties to submit information on how reporting on these activities takes into account the LULUCF Principles contained in the Bonn Agreements,support
2001,150,AUSTRALIA,cautioned that the draft guideline text had become more detailed than the Agreements and stressed that details should be left to be defined in the IPCC good practice guidance,draft guideline text,opposition
2001,164,CHINA,introduced a proposal specifying the aim of reducing per capita emissions differences between developed and developing countries,reducing per capita emissions differences between developed and developing countries,support
2001,166,EUROPEAN UNION,noted problems with such reporting,such reporting,other
2001,171,JAPAN,Available,,other
2001,174,JAPAN,Available,,other
2001,187,SBSTA-17,to elaborate on ways to ensure the competence of expert review teams (ERTs),ways to ensure the competence of expert review teams (ERTs),support
2001,187,SBSTA-17,to invite Parties to submit views on this matter,submission of views on the competence of expert review teams (ERTs),support
2001,187,SBSTA-17,to elaborate terms of service for ERT lead reviewers,terms of service for ERT lead reviewers,support
2001,190,RUSSIA,agrees that the assigned amount for ... under Protocol Article 3,the assigned amount for the Russian Federation from forest management activities under Protocol Article 3,support
2001,192,ARGENTINIA,co-chaired by,mechanisms,other
2001,192,MALAYSIA,co-chaired by,mechanisms,other
2001,202,UMBRELLA GROUP,expressed concern with,the suggested linkage between compliance and eligibility to participate in the mechanisms,opposition
2001,204,CANADA,highlighted inconsistencies,in the Bonn Agreements described by COP-6 President Pronk as a “clash” between the purpose of text on the mechanisms and the text on compliance,other
2001,210,AUSTRALIA,Available,,other
2001,213,UMBRELLA GROUP,said that,,other
2001,215,SWITZERLAND,noted the need for,mandatory requirements to maintain the integrity of the Bonn Agreements,other
2001,218,NEW ZEALAND,chaired,a drafting group,other
2001,219,Co-Chair Estrada,emphasized that the non-paper sought to achieve acceptable compromises,acceptable compromises on areas of divergence,other
2001,220,G-77/CHINA,expressed a willingness to work on the basis of,the non-paper,support
2001,225,SWITZERLAND,facilitated consultations,mechanisms group Co-Chairs’ cross cutting non-paper,other
2001,225,SOUTH AFRICA,facilitated consultations,mechanisms group Co-Chairs’ cross cutting non-paper,other
2001,227,UMBRELLA GROUP,accommodating some of the,compromise solution,support
2001,236,NORWAY,under the Co-Chairship of Harald Dovland,discussion of outstanding issues on compliance,other
2001,246,G-77/CHINA,For,the G-77/China,other
2001,247,EUROPEAN UNION,said,consensus at the ministerial level had been on a need for a binding compliance system applicable to all Parties,other
2001,249,CANADA,Available,,other
2001,250,EUROPEAN UNION,put forward,alternative texts to the Co-Chairs’ proposal,support
2001,250,UMBRELLA GROUP,put forward,alternative texts to the Co-Chairs’ proposal,support
2001,252,UMBRELLA GROUP,struck,the package deal,support
2001,252,EUROPEAN UNION,struck,the package deal,support
2001,253,JAPAN,advocated,a process leading to the reinstatement of eligibility to use the mechanisms,support
2001,258,G-77/CHINA,supported,the possibility for the Compliance Committee to receive questions of implementation submitted by a Party with respect to another Party,support
2001,258,EUROPEAN UNION,supported,the possibility for the Compliance Committee to receive questions of implementation submitted by a Party with respect to another Party,support
2001,261,AUSTRALIA,opposed,proposed text on appeal,opposition
2001,265,JAPAN,expressed difficulties with,a compliance action plan,opposition
2001,272,annex,provides that,a Compliance Committee is established and functions through a facilitative and an enforcement branch,support
2001,272,annex,provides that,the facilitative branch is responsible for providing advice and facilitation to any Party,support
2001,276,SAUDI ARABIA,Available,,other
2001,280,USA,INPUT TO THE WORLD SUMMIT ON SUSTAINABLE DEVELOPMENT,Informal consultations on this matter,support
2001,281,SWEDEN,Bo Kjellén,,other
2001,291,SAUDI ARABIA,stressed,the inclusion of developing country scientists,support
2001,291,G-77/CHINA,stressed,the inclusion of developing country scientists,support
2001,292,ICELAND,invited to conduct informal consultations on a draft decision on the TAR,draft decision on the TAR,other
2001,294,SAUDI ARABIA,proposed deferring,the issue,support
2001,294,KUWAIT,proposed deferring,the issue,support
2001,301,REPORT OF THE GEF,The report of the Global Environment Facility prepared for COP-7 was referred,by the COP to the SBI,other
2001,309,TURKEY,proposal by Turkey,to remove its name from the list in Annex II to the Convention,support
2001,313,KAZAKHSTAN,proposal by Kazakhstan,add its name to the list in Annex I,support
2001,316,KAZAKHSTAN,interest in engaging in negotiations with the objective of defining a quantified limitation or reductions commitment under Annex B of the Protocol,a quantified limitation or reductions commitment under Annex B of the Protocol,support
2001,334,KENYA,chaired by Emily Ojoo-Massawa,informal consultations,other
2001,338,EUROPEAN UNION,Available,,other
2001,338,AUSTRALIA,Available,,other
2001,341,LDCs,noted that the CGE did not have a mandate to address the LDC NAPA process,the CGE did not have a mandate to address the LDC NAPA process,other
2001,342,EUROPEAN UNION,stressed linkages between the processes of preparing national communications and NAPAs,linkages between the processes of preparing national communications and NAPAs,support
2001,343,LDCs,was bracketed,Text referring to LDCs,other
2001,343,LDCs,reached agreement on linkages,linkages,support
2001,348,UGANDA,Available,,other
2001,351,USA,did not support deciding at COP-7 on the frequency of submission of national communications by non-LDC developing country Parties,frequency of submission of national communications by non-LDC developing country Parties,opposition
2001,360,LDCs,from LDCs,CGE,other
2001,384,EUROPEAN UNION,reiterated concerns about increasing greenhouse gas emissions from international aviation,increasing greenhouse gas emissions from international aviation,support
2001,384,EUROPEAN UNION,called for guidelines compatible with the Protocol for emissions allocation methodologies,guidelines compatible with the Protocol for emissions allocation methodologies,support
2001,386,SWITZERLAND,proposed that the International Civil Aviation Organization (ICAO) Council continue initiatives on guidelines on emissions reductions,guidelines on emissions reductions,support
2001,387,G-77/CHINA,proposed that work take place within the framework of Protocol Article 2,work take place within the framework of Protocol Article 2,support
2001,389,SWITZERLAND,convened,informal consultations on this issue,other
2001,394,CANADA,proposed that regional workshops on integrated assessment include consideration of impacts and adaptation,regional workshops on integrated assessment include consideration of impacts and adaptation,support
2001,395,THAILAND,proposed,joint research projects between developed and developing countries,support
2001,395,MALAYSIA,proposed,joint research projects between developed and developing countries,support
2001,396,CANADA,convened,informal consultations,other
2001,396,EL SALVADOR,convened,informal consultations,other
2001,405,ZIMBABWE,convened by,informal consultations,other
2001,405,NORWAY,convened by,informal consultations,other
2001,410,NEW ZEALAND,noted,slow progress on the development of technical methodologies,other
2001,417,AUSTRALIA,was convened under,an informal contact group on this issue,other
2001,421,COLOMBIA,convened,informal consultations,other
2001,421,AUSTRALIA,convened,informal consultations,other
2001,421,COLOMBIA,reached agreement on,relevant draft conclusions,support
2001,421,AUSTRALIA,reached agreement on,relevant draft conclusions,support
2001,430,MALAYSIA,stressed the importance of,a concrete implementation work programme,support
2001,430,CHINA,stressed the importance of,a concrete implementation work programme,support
2001,431,USA,suggested that a workshop be held on the prioritization of activities and on setting a work programme,a workshop be held on the prioritization of activities and on setting a work programme,support
2001,432,SENEGAL,called for,a Climate Change Day,support
2001,432,CENTRAL AFRICAN REPUBLIC,called for,a Climate Change Day,support
2001,433,CHINA,suggested that each Party should focus on promoting public awareness on the IPCC TAR,promoting public awareness on the IPCC TAR,support
2001,434,NETHERLANDS,convened,informal consultations,other
2001,440,NIGERIA,convened,informal consultations,other
2001,443,CROATIA,Special circumstances of,Croatia under Convention Article 4,other
2001,450,CHINA,proposal that only Annex I Parties be encouraged to update information on means for limiting such emissions,only Annex I Parties be encouraged to update information on means for limiting such emissions,support
2001,453,BULGARIA,elected Daniela Stoytcheva as SBI Vice-Chair,Daniela Stoytcheva as SBI Vice-Chair,other
2001,453,KENYA,elected Emily Ojoo-Massawa as SBI Rapporteur,Emily Ojoo-Massawa as SBI Rapporteur,other
2001,462,USA,noted,similar discussions taking place in the CGE group,other
2001,462,SWITZERLAND,noted,similar discussions taking place in the CGE group,other
2001,463,LDCs,highlighted,the efficiency and value of an expert group in NAPA preparation and implementation,support
2001,466,EUROPEAN UNION,suggested that the legal and technical review carried out by the Secretariat as a result of delays in the intergovernmental process had not taken into account,the document on guidance to the Fund,support
2001,472,LDCs,were agreed with brackets remaining around the reference to the three other decisions on,the three other decisions on LDCs,support
2001,478,LDCs,meet the full cost of preparing NAPAs; adopt simplified procedures and arrange for expedited access to the Fund,the full cost of preparing NAPAs,support
2001,478,LDCs,meet the full cost of preparing NAPAs; adopt simplified procedures and arrange for expedited access to the Fund,simplified procedures,support
2001,478,LDCs,meet the full cost of preparing NAPAs; adopt simplified procedures and arrange for expedited access to the Fund,expedited access to the Fund,support
2001,500,MOROCCO,Available,,other
2001,509,IRAN,Available,,other
2001,510,CANADA,highlighted the need to be responsive to those whose participation is critical to entry into force of the Protocol,being responsive to those whose participation is critical to entry into force of the Protocol,support
2001,513,UKRAINE,said JI should be given priority,JI,support
2001,513,UKRAINE,said the main goal should be the reduction,reduction,support
2001,514,LDCs,Regarding the circumstances and needs of,developing countries and LDCs,other
2001,515,TANZANIA,Available,,other
2001,518,USA,said it would continue to play a leading role in addressing climate change and is moving ahead with science-based measures,addressing climate change,support
2001,519,BRAZIL,said it looked forward to negotiations on the second commitment period,second commitment period,support
2001,520,BANGLADESH,supported,the speedy application of the Adaptation and LDC Funds,support
2001,528,MOROCCO,Children’s Parliament,Children’s Parliament,other
2001,531,OPEC,highlighted,the impacts of climate change response measures on economies dependent on fossil fuel exports,other
2001,534,INTERNATIONAL WORK GROUP FOR INDIGENOUS AFFAIRS (IWGIA),requested,a COP decision to grant indigenous peoples a specific status in the climate change process,support
2001,537,USA,supported,fast track for CDM projects,support
2001,543,SAUDI ARABIA,Available,,other
2001,545,CANADA,Available,,other
2001,546,EUROPEAN UNION,said,COP-7 had marked an important milestone in making the Kyoto process irreversible,support
2001,547,RUSSIA,said,COP-7 had opened up the path for the ratification of the Protocol by all countries,other
2001,548,SOUTH KOREA,Available,,other
2001,549,G-77/CHINA,said,the agreement marked the “end of a long journey” toward achieving ratification of the Protocol,support
2001,550,JAPAN,said,climate negotiations will now enter a new stage,other
2001,551,AUSTRALIA,did not intend to make use of,Article 3,opposition
2001,556,MOROCCO,thanking,hosting COP-7,support
2001,585,JAPAN,was further cause for comment,negotiating tactics,other
2001,589,AUSTRALIA,Available,,other
2001,589,CANADA,Available,,other
2001,590,AUSTRALIA,Available,,other
2001,593,JAPAN,requested,clarity on the meaning of “sound” rules,support
2001,593,CANADA,requested,clarity on the meaning of “sound” rules,support
2001,595,UMBRELLA GROUP,Notwithstanding the obduracy of,final deal,other
2001,607,G-77/CHINA,proposal,new “removal unit” (RMU),support
2002,5,NETHERLANDS,are,Sustaining Donors of the Bulletin,other
2002,6,FINLAND,General Support for the Bulletin during 2002 is provided by,the Bulletin during 2002,support
2002,50,ARGENTINA,Available actors,Buenos Aires Plan of Action (BAPA),other
2002,90,AFGHANISTAN,had deposited its instrument of ratification,instrument of ratification,other
2002,92,G-77/CHINA,urged excluding,Canada’s proposal for a decision on modalities for the accounting of assigned amounts under Protocol Article 7,opposition
2002,93,CANADA,emphasized,cleaner energy proposal,support
2002,94,EUROPEAN UNION,opposed,Saudi Arabia’s request to include discussions on the implementation of Protocol Article 2,opposition
2002,94,SAUDI ARABIA,request,to include discussions on the implementation of Protocol Article 2,support
2002,95,SAUDI ARABIA,said the issue was unfinished business from the BAPA,unfinished business from the BAPA,other
2002,95,SAUDI ARABIA,stressed preparation of a draft decision for COP/MOP-1,preparation of a draft decision for COP/MOP-1,support
2002,99,BULGARIA,include,Daniela Stoytcheva (Bulgaria) for SBI Chair,other
2002,100,BURKINA FASO,come from,the other officers,other
2002,102,UMBRELLA GROUP,Supported by,Available,support
2002,104,ZIMBABWE,Available,,other
2002,125,USA,cautioned against the Secretariat moving beyond its mandate in initiating work,Secretariat moving beyond its mandate in initiating work,opposition
2002,126,NORWAY,undertook informal consultations,,other
2002,128,CHINA,said he had not been able to take part in the consultations,participation in consultations,other
2002,128,CHINA,proposed,several substantive amendments,support
2002,133,NEW ZEALAND,was convened under,a contact group,other
2002,133,SOUTH AFRICA,was convened under,a contact group,other
2002,137,EUROPEAN UNION,welcomed progress on options for the terms of service for lead reviewers and the training of experts,options for the terms of service for lead reviewers and the training of experts,support
2002,138,SAUDI ARABIA,said,training of review experts should include developing country experts,support
2002,139,USA,stressed the importance of options for the treatment of confidential data,options for the treatment of confidential data,support
2002,139,USA,encouraged transparency of inventory data,transparency of inventory data,support
2002,141,NEW ZEALAND,reported on the outcome of intersessional consultations,outcome of intersessional consultations,other
2002,144,EUROPEAN UNION,circulated,a paper on preventing and resolving technical problems and discrepancies in the technical standards and reporting and review text,support
2002,182,MALAYSIA,stressed ensuring the environmental integrity of CDM projects,environmental integrity of CDM projects,support
2002,183,BRAZIL,supported devel- oping,a common language,support
2002,184,CANADA,proposal,to change the baseline from 1989 to 1999,support
2002,185,COLOMBIA,said,the 1989 baseline could impede projects,other
2002,186,AOSIS,stressed the need for,social and environmental project impact assessments,support
2002,190,G-77/CHINA,delivered a proposal that focused on,principles,support
2002,191,EUROPEAN UNION,proposed,a system for accounting that relies on Temporary Certified Emissions Reduction Units (TCERs),support
2002,193,G-77/China,supported,EU’s principles on additionality,support
2002,193,G-77/China,said,it should be considered on a project-by-project basis,support
2002,194,EUROPEAN UNION,stressed the importance of,"""true"" additionality",support
2002,195,CANADA,Available,,other
2002,197,G-77/CHINA,noted that leakage had both positive and negative impacts,leakage,other
2002,199,SWITZERLAND,highlighted,biodiversity concerns,other
2002,200,NEW ZEALAND,drew attention to,displacement from other types of CDM activities,other
2002,204,URUGUAY,noted the need to separate uncertainty from risk,separating uncertainty from risk,other
2002,206,COLOMBIA,Available,,other
2002,208,BRAZIL,stressed limiting the crediting to up to 20 years,limiting the crediting to up to 20 years,support
2002,209,COLOMBIA,Available,,other
2002,213,BRAZIL,proposal to set differentiated emission reduction targets for Parties according to the impact of their historic emissions on temperature rise,differentiated emission reduction targets for Parties according to the impact of their historic emissions on temperature rise,support
2002,213,NEW ZEALAND,addressed,Brazilian proposal to set differentiated emission reduction targets for Parties according to the impact of their historic emissions on temperature rise,other
2002,213,BRAZIL,addressed,Brazilian proposal to set differentiated emission reduction targets for Parties according to the impact of their historic emissions on temperature rise,other
2002,215,SAUDI ARABIA,Opposed by,,opposition
2002,215,MEXICO,supported by,,support
2002,215,EUROPEAN UNION,supported by,,support
2002,220,CROATIA,Special Circumstances of Croatia under UNFCCC Article 4,Special Circumstances of Croatia under UNFCCC Article 4,other
2002,223,UK,asked Jim Penman to convene an informal contact group,informal contact group,other
2002,226,CROATIA,to estimate its base year emissions is neither consistent with IPCC good practice guidance,estimating its base year emissions,opposition
2002,229,GHANA,elected,William Bonsu as EGTT Chair,support
2002,229,USA,elected,Richard Bradley as EGTT Vice-Chair,support
2002,231,INDIA,supported consideration of,access to resources,support
2002,240,AUSTRALIA,stressed that future work should be policy neutral,future work should be policy neutral,support
2002,241,USA,conducted consultations on draft SBSTA conclusions and a draft COP decision,draft SBSTA conclusions and a draft COP decision,other
2002,255,SAUDI ARABIA,said that the G-77/China had not had enough time to consider the text fully,the text,other
2002,262,SAUDI ARABIA,proposed,replacing all paragraphs with text noting only that SBSTA agreed to continue consideration of the issue at SBSTA-18,support
2002,263,EUROPEAN UNION,proposed making reference to,the implementation of decision 13/CP,support
2002,269,AUSTRALIA,facilitation of,contact group,other
2002,272,CANADA,Available,,other
2002,297,INDIA,decision on the New Delhi Work Programme (FCCC/CP/2002/L.,New Delhi Work Programme (FCCC/CP/2002/L.,other
2002,301,Secre- tariat,requests,ask competent organizations to analyze the role of trade in cleaner energy in meeting the objective of the UNFCCC and the Protocol,support
